Name,ForeignID,Street,Bandar,Postcode,State,District,"Region (North, South, East or Central)",Country Code,Email,Telephone,Mobile,Accessibilty Roadtanker,Binary opening weekdays string,Actual max. size,"Latitude/Longitude, Road",Distribution Channel for SAP field,User Min Stock,User Max Stock,Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,"Position Method, Road","Position Method, Home",POI,Overridden terminal for 97,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Monthly Diesel Quota,Marked for export,"Latitude/Longitude, Home",Last changed by user,Last changed,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Default terminal,CUSTOMERINFOTEXT23,Customer type,Created by user,Created,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Closing time,Alternative Street,Address District
AFM ENTERPRISE,90009502,"LOT NO. 303 JALAN BESAR, ,",SUNGKAI,35600,PER,NORTH2,NORTH,PEN,azmir_arffin@petronas.com.my,127156162,,43680,1111111,,"(3.998080, 101.310485)",RE,,,Default,AFM ENTERPRISE,90009502,90009502,D001,,,Invalid,,0:00:00,,,,,,212940,FALSE,"(3.998080, 101.310485)",STARSPRD01_ImportServer,11/10/16 10:42,,,FALSE,,FL,M817,,SMB,STARSPRD01_ImportServer,07/12/14 15:39,Malaysia,"(756547, 442276)","(756547, 442276)",,23:59:00,,- Invalid -
AGENSI PENGUATKUASA MARITIM,80048013,"LIMBUNGAN BATU UBAN, BATU UBAN,",BAYAN LEPAS,11900,PIN,NORTH1,NORTH,PEN,ismail_jamal@petronas.com.my,,,21840,1111111,,"(5.353684, 100.314114)",CO,,,Default,AGENSI PENGUATKUASA MARITIM,90000029,80048013,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(5.353684, 100.314114)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,10/03/15 8:45,Malaysia,"(645607, 591916)","(645607, 591916)",,23:59:59,,- Invalid -
AGENSI PENGUATKUASAAN MARITIM,80048550,"BATU UBAN, PULAU PINANG, BATU UBAN,",GELUGOR,90700,PIN,COMNAT,,PEN,,46439453,,21840,1111110,,"(5.367315, 100.248648)",CO,,,Default,AGENSI PENGUATKUASAAN MARITIM,90015225,80048550,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.367315, 100.248648)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(638349, 593408)","(638349, 593408)",,17:00:00,,- Invalid -
AGENSI PENGUATKUASAAN MARITIM M&apos;SIA,80045382,"LIMBUNGAN BATU MAUNG, ,",BAYAN LEPAS,11900,PIN,NORTH1,NORTH,PEN,husnajais@petronas.com.my,,,21840,1111111,,"(5.421911, 100.331471)",CO,,,Default,AGENSI PENGUATKUASAAN MARITIM M&apos;SIA,90000029,80045382,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(5.421911, 100.331471)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,10/03/15 8:45,Malaysia,"(647514, 599464)","(647514, 599464)",,23:59:59,,- Invalid -
AGROBEST (M) SDN BHD,80008515,"BATU 20, PEKAN-NENASI, KAMPONG TANJONG NENASI,",KUANTAN,0,PAH,SOUTH1,EAST,PEN,rasulhashim@petronas.com.my,,,21840,1111111,,"(3.032939, 103.422293)",CO,,,Default,AGROBEST (M) SDN BHD,90015432,80008515,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(3.032939, 103.422293)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,06/01/15 15:05,Malaysia,"(991895, 336240)","(991895, 336240)",,23:59:59,,- Invalid -
AGROMAJU SENDIRIAN BERHAD,90043852,"NO. 7 & 9,, JALAN 5/65C OFF JALAN PAHANG BARAT,",KUALA LUMPUR,53000,PSK,COMNAT,CENTRAL,PEN,firdaus_kamilrudin@petronas.com.my,342897888,,,1111111,,"(3.176566, 101.697743)",CO,,,Default,AGROMAJU SENDIRIAN BERHAD,90043852,90043852,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.176566, 101.697743)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,27/08/15 9:03,Malaysia,"(799844, 351501)","(799844, 351501)",,17:00:00,,- Invalid -
AHMAD SIDEK SDN BHD,80041916,"JABATAN KASTAM DIRAJA MALAYSIA, PENGKALAN MARIN KASTAM,",WELDQUAY,13400,PIN,COMNAT,,PEN,ahmadakmal@petronas.com.my,46439453,,10920,1111110,,"(5.415991, 100.342251)",CO,,,Default,AHMAD SIDEK SDN BHD,90015225,80041916,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.415991, 100.342251)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(648710, 598812)","(648710, 598812)",,17:00:00,,- Invalid -
AHMAD SIDEK SDN BHD,80041908,"BATU MAUNG LIPWAY&WORKSHOP SDN BHD, BATU MAUNG, 204B, BLOK K, MK 12,",PULAU PINANG,11960,PIN,COMNAT,,PEN,ahmadakmal@petronas.com.my,46439453,,10920,1111110,,"(5.280648, 100.281199)",CO,,,Default,AHMAD SIDEK SDN BHD,90015225,80041908,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(5.280648, 100.281199)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(641976, 583833)","(641976, 583833)",,17:00:00,,- Invalid -
AHMAD SIDIK SDN BHD,90015225,"LOT 1162 SUNGAI TIRAM, ,","BAYAN LEPAS, PULAU PINANG.",11900,PIN,COMNAT,,PEN,syahnazh_mohamad@petronas.com.my,46439453,,21840,1111110,,"(1.631923, 103.782078)",CO,,,Default,AHMAD SIDIK SDN BHD,90015225,90015225,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.631923, 103.782078)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(1032533, 181011)","(1032533, 181011)",,17:00:00,,- Invalid -
AIN MEDICARE SDN. BHD.,90040079,"JALAN 6/44 KAWASAN PERINDUSTRIAN, PENGKALAN CHEPA 2 ,,",KOTA BHARU,16100,KEL,EAST1,,PEN,fakhruladly.husin@petronas.com.my,139204501,,32760,1111111,,"(6.138396, 102.299813)",CO,,,Default,AIN MEDICARE SDN. BHD.,90040079,90040079,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(6.138396, 102.299813)",STARSPRD01_ImportServer,24/09/16 1:05,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(865294, 679629)","(865294, 679629)",,17:00:00,,- Invalid -
AIRASIA BERHAD (GROUND FUEL),90034279,"LCC TERMINAL, JALAN KLIA S3, SOUTHERN SUPPORT ZONE",SEPANG,64000,SEL,CENTR1,CENTRAL,PEN,fadzli_khamis@petronas.com.my,,,,1111111,,"(2.743111, 101.719072)",CO,,,Default,AIRASIA BERHAD (GROUND FUEL),90034279,90034279,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.743111, 101.719072)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M80J,,Commercial,STARSPRD01_ImportServer,29/06/15 12:00,Malaysia,"(802334, 303542)","(802334, 303542)",,17:00:00,,- Invalid -
AIROD (SUBANG),80041025,"JAL LAP TERBANG SUL ABD AZIZ SHAH, ,",SUBANG,47200,SEL,COMAVN,CENTRAL,PEN,,,,10920,1111111,,"(3.137166, 101.550194)",CO,,,Default,AIROD (SUBANG),90001535,80041025,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(3.137166, 101.550194)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,11/04/15 16:07,Malaysia,"(783444, 347100)","(783444, 347100)",,23:59:59,,- Invalid -
AIROD SDN BHD,90043766,"LOCKED BAG 4004, PEJABAT POS KAMPUNG TUNKU,",PETALING JAYA,47309,SEL,CENTR1,CENTRAL,PEN,fadzli_khamis@petronas.com.my,,,,1111111,,"(3.137437, 101.550204)",CO,,,Default,AIROD SDN BHD,90043766,90043766,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.137437, 101.550204)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,03/09/15 12:39,Malaysia,"(783445, 347130)","(783445, 347130)",,18:00:00,,- Invalid -
AJAZ HAJAH ENERGY DUA,90044171,"LOT 4753 GMM 871, MUKIM SUNGAI PETAI,",ALOR GAJAH,78000,MEL,SOUTH1,SOUTH,PEN,,,,54600,1111111,,"(2.356433, 102.210987)",RE,,,Default,AJAZ HAJAH ENERGY DUA,90044171,90044171,D001,,,Invalid,,6:00:00,,,,,,65520,FALSE,"(2.356433, 102.210987)",STARSPRD01_ImportServer,07/10/16 1:05,,,FALSE,,FL,M828,,SMB,STARSPRD01_ImportServer,09/12/15 14:47,Malaysia,"(857190, 260870)","(857190, 260870)",,23:59:00,,- Invalid -
AJINOMOTO (MALAYSIA) BERHAD,90042381,"LOT 5710,, JALAN KUCHAI LAMA, PETALING,",KUALA LUMPUR,58200,PSK,CENTR1,CENTRAL,PEN,farah.shamsuddin@petronas.com.my,012-2719994,,21840,1111110,,"(3.092040, 101.684680)",CO,,,Default,AJINOMOTO (MALAYSIA) BERHAD,90042381,90042381,D001,,,Invalid,,9:00:00,,,,,,,FALSE,"(3.092040, 101.684680)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,12/12/14 17:34,Malaysia,"(798415, 342144)","(798415, 342144)",,12:00:00,,- Invalid -
AKAUN PUKAL DEPOT BANTUAN TLDM,90004734,"DEPOT BANTUAN TLDM, PANGKALAN TLDM,",LUMUT,32100,PER,COMNAT,,PEN,syahnazh_mohamad@petronas.com.my,174222758,,21840,1111110,,"(4.221456, 100.605259)",AV,,,Default,AKAUN PUKAL DEPOT BANTUAN TLDM,90004734,90004734,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.221456, 100.605259)",STARSPRD01_ImportServer,08/09/16 1:04,,,FALSE,,FL,M81K,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(678167, 466790)","(678167, 466790)",,17:00:00,,- Invalid -
AKAUN PUKAL MARKAS WILAYAH LAUT 2,90004736,"MARKAS WILAYAH LAUT 2, PANGKALAN TLDM, KOTA KINABALU, TELUK SEPANGAR",KOTA KINABALU,88846,SAB,COMNAT,,SAB,syahnazh_mohamad@petronas.com.my,,,,1111111,,"(6.080275, 116.130396)",AV,,,Default,AKAUN PUKAL MARKAS WILAYAH LAUT 2,90004736,90004736,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(6.080275, 116.130396)",STARSPRD01_ImportServer,01/07/16 1:06,,,FALSE,,FL,M849,,Commercial,STARSPRD01_ImportServer,15/06/16 9:40,Malaysia,"(2423943, 703251)","(2423943, 703251)",,23:59:59,,- Invalid -
AMSTEEL MILLS SDN BHD,80013516,"KAW.PERINDUSTRIAN OLAK LEMPIT, TEL: 03-31816666/8866, mukim tanjung 12",BANTING,42700,SEL,CENTR1,,PEN,kamarul_azhar@petronas.com.my,122302774,,32760,1111110,,"(2.806077, 101.601566)",CO,,,Default,AMSTEEL MILLS SDN BHD,90001478,80013516,D001,,,Invalid,,7:30:00,,,,,,,FALSE,"(2.806077, 101.601566)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(789244, 310480)","(789244, 310480)",,17:00:00,,- Invalid -
AMSTEEL MILLS SDN BHD (KLANG),90001478,"LOT 1, JALAN WAJA, BUKIT RAJA INDUSTRIAL EST.,",KLANG,41050,SEL,CENTR1,CENTRAL,PEN,fadzli_khamis@petronas.com.my,122302774,,16380,1111110,,"(3.069046, 101.458017)",CO,,,Default,AMSTEEL MILLS SDN BHD (KLANG),90001478,90001478,D001,,,Invalid,,7:30:00,,,,,,,FALSE,"(3.069046, 101.458017)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(773210, 339539)","(773210, 339539)",,16:00:00,,- Invalid -
ANAKKU CAHAYA BERKAH,90044672,"LOT 912, JALAN BULOH KASAP, SEGAMAT",SEGAMAT,85000,JOH,SOUTH1,SOUTH,PEN,,,,43680,1111111,,"(2.524617, 102.805914)",RE,,,Default,ANAKKU CAHAYA BERKAH,90044672,90044672,D001,,,Invalid,,0:00:00,,,,,,65520,FALSE,"(2.524617, 102.805914)",STARSPRD01_ImportServer,07/10/16 1:05,,,FALSE,,FL,M828,,SMB,STARSPRD01_ImportServer,07/03/16 12:23,Malaysia,"(923407, 279668)","(923407, 279668)",,23:59:00,,- Invalid -
ANGKATAN TENTERA DARAT MALAYSIA,80038747,"11 KAD KEM GEMAS, ,",GEMAS,73400,SER,COMNAT,,PEN,,135070148,,32760,1111110,,"(2.667298, 102.573064)",CO,,,Default,ANGKATAN TENTERA DARAT MALAYSIA,90017335,80038747,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.667298, 102.573064)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(897423, 295396)","(897423, 295396)",,17:00:00,,- Invalid -
ANGKATAN TENTERA DARAT MALAYSIA,80038748,"51 RAD KEM GEMAS, ,",GEMAS,73400,SER,COMNAT,,PEN,,135070148,,32760,1111110,,"(2.667298, 102.573064)",CO,,,Default,ANGKATAN TENTERA DARAT MALAYSIA,90017335,80038748,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.667298, 102.573064)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(897423, 295396)","(897423, 295396)",,17:00:00,,- Invalid -
ANGKATAN TENTERA DARAT MALAYSIA,80038745,"21 RAD KEM GEMAS, ,",GEMAS,73400,SER,COMNAT,SOUTH,PEN,,,,21840,1111111,,"(2.583441, 102.611476)",CO,,,Default,ANGKATAN TENTERA DARAT MALAYSIA,90017335,80038745,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(2.583441, 102.611476)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,30/01/15 9:43,Malaysia,"(901728, 286121)","(901728, 286121)",,23:59:59,,- Invalid -
ANGKATAN TENTERA DARAT MALAYSIA,90017335,"KOMPENI KOMPOSIT KPD, KEM GEMAS, ,",GEMAS,73400,SER,COMNAT,,PEN,syahnazh_mohamad@petronas.com.my,135070148,,27300,1111110,,"(2.667298, 102.573064)",CO,,,Default,ANGKATAN TENTERA DARAT MALAYSIA,90017335,90017335,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.667298, 102.573064)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(897423, 295396)","(897423, 295396)",,17:00:00,,- Invalid -
ANJUNG SERI SHIPPING & FORWARDING,90036400,"B4-1, ARKED MARA, KUKUP LAUT, ,",KUKUP,82300,JOH,SOUTH1,,PEN,mnagib_mshah@petronas.com.my,177771623,,27300,1111110,,"(1.331933, 103.460593)",CO,,,Default,ANJUNG SERI SHIPPING & FORWARDING,90036400,90036400,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.331933, 103.460593)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(996724, 147669)","(996724, 147669)",,17:00:00,,- Invalid -
ANYOLI SDN BHD,90041506,"LOT 19, JALAN ZURAH 3A/2, LOT 20, JALAN ZURAH 31/1, ZURAH INDUSTRIAL PARK",RASA,44200,SEL,CENTR1,CENTRAL,PEN,mohdfirdauz@petronas.com.my,,,10920,1111100,,"(3.512107, 101.619542)",CO,,,Default,ANYOLI SDN BHD,90041506,90041506,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.512107, 101.619542)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,18/12/14 21:06,Malaysia,"(791047, 388606)","(791047, 388606)",,17:00:00,,- Invalid -
ARAMIJAYA (SITE 7),80036474,"KM 243 LDG HUTAN ULU SEDELI, ,","KOTA TINGGI, JOHOR",81900,JOH,CENTR1,,PEN,shellawati_ramane@petronas.com.my,016-7333931,,21840,1111110,,"(1.644628, 104.098921)",CO,,,Default,ARAMIJAYA (SITE 7),90016085,80036474,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.644628, 104.098921)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1067904, 182508)","(1067904, 182508)",,18:00:00,,- Invalid -
ARAMIJAYA (SITE 8),80043657,"SITE 8, SITE 8 JLN KELUANG/KAHANG, MERSING,",KOTA TINGGI,87230,JOH,CENTR1,,PEN,nazeriismail@petronas.com.my,016-7711698,,21840,1111110,,"(2.004597, 103.230290)",CO,,,Default,ARAMIJAYA (SITE 8),90016085,80043657,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.004597, 103.230290)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(970869, 222178)","(970869, 222178)",,18:00:00,,- Invalid -
ARAMIJAYA (SITE NITAR),80045506,"NITAR, TANAH ABANG, ,",MERSING,86800,JOH,CENTR1,,PEN,rozaini_ramli@petronas.com.my,163356197,,27300,1111110,,"(2.387377, 103.711193)",CO,,,Default,ARAMIJAYA (SITE NITAR),90016085,80045506,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.387377, 103.711193)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1024379, 264778)","(1024379, 264778)",,18:00:00,,- Invalid -
ARAMIJAYA (WOOD CHIPPING PLANT),80043660,"WOOD CHIPPING PLANT ARAMIJAYA, JLN SIMEN 2, JOHOR PORT,",PASIR GUDANG,81700,JOH,CENTR1,,PEN,nazeriismail@petronas.com.my,163356197,,27300,1111110,,"(1.454845, 103.895647)",CO,,,Default,ARAMIJAYA (WOOD CHIPPING PLANT),90016085,80043660,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.454845, 103.895647)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1045256, 161397)","(1045256, 161397)",,18:00:00,,- Invalid -
ARAMIJAYA SDN BHD_SITE 3,80050363,"LADANG ULU SEDILI, JALAN JAMALUANG, KAHANG",MERSING,86800,JOH,CENTR1,CENTRAL,PEN,farah.shamsuddin@petronas.com.my,,,,1111100,,"(2.430914, 103.836115)",CO,,,Default,ARAMIJAYA SDN BHD_SITE 3,90016085,80050363,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(2.430914, 103.836115)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,21/04/15 15:48,Malaysia,"(1038299, 269656)","(1038299, 269656)",,18:00:00,,- Invalid -
ARING 2 (DIV 1),80046384,", ,",GUA MUSANG,18300,KEL,COMNAT,,PEN,safrikamal@petronas.com.my,019-9394636,,10920,1111110,,"(4.860049, 101.963364)",CO,,,Default,ARING 2 (DIV 1),90039296,80046384,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(4.860049, 101.963364)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M838,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(828716, 537915)","(828716, 537915)",,17:00:00,,- Invalid -
ARTISTIC SUPPORT SDN BHD,90042570,"TERMINAL 2, 2ND EXTENSION, JALAN PARANG,",PORT KLANG,42000,SEL,COMNAT,NORTH,PEN,shamsinar_umar@petronas.com.my,,,21840,1111111,,"(3.031433, 101.362309)",CO,,,Default,ARTISTIC SUPPORT SDN BHD,90042570,90042570,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(3.031433, 101.362309)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,05/01/15 12:34,Malaysia,"(762575, 335354)","(762575, 335354)",,23:59:59,,- Invalid -
ASAS RAMAI SDN BHD,90016712,"STESEN SERVIS PETRONAS, NO.18-A. LORONG 1/A, TAMAN SRI WANG",SUNGAI PETANI,8000,KED,NORTH1,NORTH,PEN,ong.weihan@petronas.com.my,175166308,,43680,1111111,,"(5.618262, 100.497854)",RE,,,Default,ASAS RAMAI SDN BHD,90016712,90016712,D001,,,Invalid,,6:00:00,,,,,,81900,FALSE,"(5.618262, 100.497854)",STARSPRD01_ImportServer,06/10/16 17:59,,,FALSE,,FL,M818,,SMB,STARSPRD01_ImportServer,07/12/14 15:39,Malaysia,"(665897, 621219)","(665897, 621219)",,23:59:00,,- Invalid -
ASIA BARU CONSTRUCTION,80050609,"LOT 4395, KM 3 JLN KOTA TINGGI ,, DESARU",KOTA TINGGI,81900,JOH,,SOUTH,PEN,mnagib_mshah@petronas.com.my,,,,1111111,,"(1.722292, 103.927253)",CO,,,Default,ASIA BARU CONSTRUCTION,NaN,80050609,D001,,,Invalid,,7:00:00,,,,,,,FALSE,"(1.722292, 103.927253)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,05/10/15 11:18,Malaysia,"(1048714, 191076)","(1048714, 191076)",,18:00:00,,- Invalid -
ASIA PACIFIC (KB),80041196,"SULTAN ISMAIL PETRA AIRPORT, ,",KOTA BHARU,16100,KEL,COMAVN,EAST,PEN,sahmadrabily_sarahman@petronas.com.my,,,43680,1111111,,"(6.168113, 102.293535)",AV,,,Default,ASIA PACIFIC (KB),90036346,80041196,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(6.168113, 102.293535)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M80K,,Commercial,STARSPRD01_ImportServer,23/01/15 15:03,Malaysia,"(864578, 682915)","(864578, 682915)",,23:59:59,,- Invalid -
ASIAN PLANTATIONS (SARAWAK) SDN BHD,90043980,"TINGKAT 19, MENARA FELDA,, PLATINUM PARK, PERSIARAN KLCC,",KUALA LUMPUR,50088,PSK,COMNAT,CENTRAL,PEN,firdaus_kamilrudin@petronas.com.my,012-9720860,,"10,000",1111110,,"(3.151310, 101.707351)",CO,,,Default,ASIAN PLANTATIONS (SARAWAK) SDN BHD,90043980,90043980,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(3.151310, 101.707351)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M859,,Commercial,STARSPRD01_ImportServer,30/09/15 12:52,Malaysia,"(800920, 348709)","(800920, 348709)",,17:00:00,,- Invalid -
ASPHALT INDUSTRIES SDN BHD,80050986,"LOT 2, JALAN CJ 1/4, KAW. PERINDUSTRIAN CHERAS JAYA, OFF JALAN BALAKONG",CHERAS,43200,SEL,SOUTH1,SOUTH,PEN,maznahishak@petronas.com.my,,,10920,1111100,,"(3.025682, 101.738144)",CO,,,Default,ASPHALT INDUSTRIES SDN BHD,90033161,80050986,D001,,,Invalid,,12:30:00,12:30:00,12:30:00,12:30:00,12:30:00,,,FALSE,"(3.025682, 101.738144)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M828,,Commercial,STARSPRD01_ImportServer,01/02/16 10:25,Malaysia,"(804381, 334816)","(804381, 334816)",,12:30:00,,- Invalid -
ASPHALT TECHNOLOGY SDN BHD,80040253,"LOT 11930 JLN PERAJURIT, TELOK GONG, ,",KLANG,42000,SEL,COMBIT,,PEN,,163368095,,,1111110,,"(2.951315, 101.376370)",CO,,,Default,ASPHALT TECHNOLOGY SDN BHD,90018175,80040253,D001,,,Invalid,,9:00:00,,,,,,,FALSE,"(2.951315, 101.376370)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,BT,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(764158, 326494)","(764158, 326494)",,17:00:00,,- Invalid -
ASPHALT TECHNOLOGY SDN BHD,90018175,"LOT 11930, JALAN PERAJURIT, TELOK GONG,",PORT KLANG,42000,SEL,COMBIT,,PEN,nornaem_nazli@petronas.com.my,,,,1111110,,"(2.951315, 101.376370)",CO,,,Default,ASPHALT TECHNOLOGY SDN BHD,90018175,90018175,D001,,,Invalid,,9:00:00,,,,,,,FALSE,"(2.951315, 101.376370)",STARSPRD01_ImportServer,19/06/16 1:06,,,FALSE,,BT,M828,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(764158, 326494)","(764158, 326494)",,17:00:00,,- Invalid -
ASSB-KUALA KURAU,80041997,"PENGKALAN POLIS MERIN, ,","KUALA KURAU, IPOH",34530,PER,COMNAT,NORTH,PEN,ahmadakmal@petronas.com.my,,,10920,1111111,,"(5.015790, 100.431215)",CO,,,Default,ASSB-KUALA KURAU,90015225,80041997,D001,,,Invalid,,0:00:00,,,,,,,FALSE,"(5.015790, 100.431215)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M818,,Commercial,STARSPRD01_ImportServer,10/03/15 8:55,Malaysia,"(658669, 554583)","(658669, 554583)",,23:59:59,,- Invalid -
ASSOCIATED CONCRETE PRDTS (M) S/B,80038147,"LOT 676 & 677 JLN ONG ENG KEE,, BATU 23 1/2 KG CHOH,",PEKAN NENAS,81500,JOH,CENTR1,,PEN,faisal_atar@petronas.com.my,76996095,,16380,1111110,,"(1.516024, 103.521424)",CO,,,Default,ASSOCIATED CONCRETE PRDTS (M) S/B,90032523,80038147,D001,,,Invalid,,8:00:00,,,,,,,FALSE,"(1.516024, 103.521424)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M829,,Commercial,STARSPRD01_ImportServer,08/12/14 16:26,Malaysia,"(1003472, 168093)","(1003472, 168093)",,17:00:00,,- Invalid -
ASSOCIATED CONCRETE PRODUCTS,90032523,"1 JALAN BATU CAVES, ,",BATU CAVES,68100,SEL,CENTR1,,PEN,fadzli_khamis@petronas.com.my,193797615,,16380,1111110,,"(3.141712, 101.410267)",CO,,,Default,ASSOCIATED CONCRETE PRODUCTS,90032523,90032523,D001,,,Invalid,,7:30:00,,,,,,,FALSE,"(3.141712, 101.410267)",najib_daud_STARSPRDXMI_4,09/06/16 1:09,,,FALSE,,FL,M808,,Commercial,STARSPRD01_ImportServer,08/12/14 16:27,Malaysia,"(767881, 347566)","(767881, 347566)",,17:00:00,,- Invalid -
