Name,ForeignID,Default terminal,Monthly Diesel Quota,Street,Bandar,State,District,"Region (North, South, East or Central)",Email,Telephone,Accessibilty Roadtanker,Next Critical Stock,"Latitude/Longitude, Road",Status,Sold to Name,Sold to ID,ShipTo ID,Sales Organisation for SAP field,Postcode,"Position Method, Road","Position Method, Home",POI,Planned Trips,Overridden terminal for 97,Order Type 2,Order Type 1,Opening time,No delivery start 2,No delivery start 1,No delivery end 2,No delivery end 1,Name2,Mobile,Marked for export,"Latitude/Longitude, Home",Last Visit,Last changed by user,Last changed,Just in Time + 1,Just in Time,House Suffix,House Number,GPS-validated,Fax,Division for SAP field,Distribution Channel for SAP field,CUSTOMERINFOTEXT23,Customer type,Customer Group,Created by user,Created,Country Code,Country,"Coordinate, Road","Coordinate, Home",Contact Name,Consolidation Group,Closing time,Binary opening weekdays string,Alternative Street,Address District
GONG DATO ENTERPRISE,90041886,M838,103740,"LOT 6820, GM 89, GONG PAK JIN, MUKIM BATU RAKIT,",KUALA TERENGGANU,TRE,EAST1,EAST,syafrulfaisyah@petronas.com.my,199624986,43680,11/10/16 16:11,"(5.410586, 103.076311)",Default,GONG DATO ENTERPRISE,90041886,90041886,D001,21300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.410586, 103.076311)",(Invalid),STARSPRD01_ImportServer,10/10/16 17:25,13/10/16 11:12,11/10/16 16:11,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(951961, 599568)","(951961, 599568)",,- Invalid -,23:59:00,1111111,,- Invalid -
GRAND SAGA PETROL STATION,90031955,M808,137272,"LOT 219 LEBUHRAYA CHERAS KAJANG, ,",CHERAS,SEL,CENTR3,CENTRAL,marina.mustapha@petronas.com.my,124978646,54600,13/10/16 15:11,"(3.062846, 101.771156)",Default,GRAND SAGA PETROL STATION,90031955,90031955,D001,43200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.062846, 101.771156)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:36,13/10/16 15:11,12/10/16 4:30,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(808043, 338938)","(808043, 338938)",,- Invalid -,23:59:00,1111111,,- Invalid -
GRANDQUEST SUPERSTATION,90033406,M808,101974,"LOT 42, LEBUHRAYA GRAND SAGA, ,",KAJANG,SEL,CENTR3,CENTRAL,marina.mustapha@petronas.com.my,122959908,54600,13/10/16 8:15,"(3.025586, 101.772005)",Default,GRANDQUEST SUPERSTATION,90033406,90033406,D001,43000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.025586, 101.772005)",(Invalid),STARSPRD01_ImportServer,08/10/16 20:28,(Invalid),13/10/16 8:15,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(808148, 334815)","(808148, 334815)",,- Invalid -,23:59:00,1111111,,- Invalid -
GTS VENTURES,90044893,M828,431340,"KAWASAN REHAT DAN RAWAT MACHAP, ARAH SELATAN, SIMPANG RENGGAM",JOHOR,JOH,SOUTH2,SOUTH,syazwan_sulaiman@petronas.com.my,122070747,54600,11/10/16 11:18,"(1.894966, 103.230078)",Default,GTS VENTURES,90044893,90044893,D001,86200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.894966, 103.230078)",(Invalid),STARSPRD01_ImportServer,11/10/16 9:09,12/10/16 8:34,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/06/16 23:31,PEN,Malaysia,"(970876, 210027)","(970876, 210027)",,- Invalid -,23:59:00,1111111,,- Invalid -
GTSD ANEKA ENTERPRISE,90040978,M839,87360,"STESEN SERVIS PETRONAS, JALAN DARAT MAKBAR, LOT 4401 JLN DARAT MAKBAR",KUANTAN,PAH,EAST2,EAST,kyairul_anuas@petronas.com.my,139812773,43680,14/10/16 1:37,"(3.808359, 103.317813)",Default,GTSD ANEKA ENTERPRISE,90040978,90040978,D001,25200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.808359, 103.317813)",(Invalid),STARSPRD01_ImportServer,07/10/16 19:17,(Invalid),14/10/16 1:37,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(979864, 422147)","(979864, 422147)",,- Invalid -,23:59:00,1111111,,- Invalid -
H & J EIDAMAN,90037785,M829,38220,"LOT 100976, TAMAN PERMAS JAYA, ,",PASIR GUDANG,JOH,SOUTH2,SOUTH,saifullyz.dzulkifli@petronas.com.my,127325178,43680,11/10/16 11:18,"(1.504848, 103.822853)",Default,H & J EIDAMAN,90037785,90037785,D001,81750,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(1.504848, 103.822853)",(Invalid),STARSPRD01_ImportServer,05/10/16 10:25,17/10/16 10:31,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1037117, 166926)","(1037117, 166926)",,- Invalid -,23:30:00,1111111,,- Invalid -
H M SIOP ENTERPRISE,90040040,M838,163800,"LOT 343/344 , KAMPUNG RAJA, ,",BESUT,TRE,EAST1,EAST,syafrulfaisyah@petronas.com.my,012-9643766,43680,13/10/16 6:44,"(5.797998, 102.565976)",Default,H M SIOP ENTERPRISE,90040040,90040040,D001,22200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.797998, 102.565976)",(Invalid),STARSPRD01_ImportServer,11/10/16 6:49,13/10/16 6:44,12/10/16 7:57,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(895039, 642118)","(895039, 642118)",,- Invalid -,23:59:00,1111111,,- Invalid -
H.J. ENTERPRISE,90000636,M829,81900,"LOT 13309, KM 11,JALAN SKUDAI, ,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,mustaffa.zakaria@petronas.com.my,127136555,54600,11/10/16 11:18,"(1.500292, 103.696983)",Default,H.J. ENTERPRISE,90000636,90000636,D001,81200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.500292, 103.696983)",(Invalid),STARSPRD01_ImportServer,07/10/16 11:50,13/10/16 23:18,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(1023068, 166390)","(1023068, 166390)",,- Invalid -,23:59:00,1111111,,- Invalid -
HADHARI MESRA ENTERPRISE,90034787,M818,114660,"LOT PT 12770, MKM PENGKALAN KUNDOR, ,",ALOR SETAR,KED,NORTH1,NORTH,jaimurali.m@petronas.com.my,124085000,43680,13/10/16 5:14,"(6.068337, 100.365317)",Default,HADHARI MESRA ENTERPRISE,90034787,90034787,D001,5400,,,Invalid,0,,- Invalid -,Retail_Delivery,0:06:00,,,,,,,FALSE,"(6.068337, 100.365317)",(Invalid),STARSPRD01_ImportServer,10/10/16 17:55,(Invalid),13/10/16 5:14,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(651094, 670949)","(651094, 670949)",,- Invalid -,23:59:00,1111111,,- Invalid -
HAJI TAIB HOLDINGS SDN BHD,90014730,M817,16380,"LOT P.T. 117716,, JALAN RAJA, KAMPONG MANJOI,",IPOH,PER,NORTH2,NORTH,nurjalilah_hamid@petronas.com.my,125062952,32760,13/10/16 21:54,"(4.614133, 101.069304)",Default,HAJI TAIB HOLDINGS SDN BHD,90014730,90014730,D001,30020,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.614133, 101.069304)",(Invalid),STARSPRD01_ImportServer,02/10/16 19:08,(Invalid),13/10/16 21:54,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(729570, 510345)","(729570, 510345)",,- Invalid -,23:59:59,1111111,,- Invalid -
HAJJI ENTERPRISE,90009554,M818,43680,"LOT.1444,BAGAN LEBAI TAHIR, ,",BUTTERWORTH,PIN,NORTH1,NORTH,aimiekhusairie_shaharudin@petronas.com.my,164707192,43680,14/10/16 9:22,"(5.452009, 100.383781)",Default,HAJJI ENTERPRISE,90009554,90009554,D001,13050,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(5.452009, 100.383781)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:50,(Invalid),14/10/16 9:22,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(653303, 602805)","(653303, 602805)",,- Invalid -,22:30:00,1111111,,- Invalid -
HALAZ ENTERPRISE,90031766,M817,207480,"LOT 1765, BATU 15, JALAN BRUAS,",AYER TAWAR,PER,NORTH2,NORTH,azly_abubakar@petronas.com.my,135207477,43680,13/10/16 17:43,"(4.312752, 100.766435)",Default,HALAZ ENTERPRISE,90031766,90031766,D001,32400,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.312752, 100.766435)",(Invalid),STARSPRD01_ImportServer,10/10/16 12:56,13/10/16 17:43,11/10/16 23:27,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(696038, 476925)","(696038, 476925)",,- Invalid -,23:59:00,1111111,,- Invalid -
HANIDA HADI ENTERPRISE,90032758,M828,65520,"LOT 278, TAMAN MARIDA,, ,",SENAWANG,SER,SOUTH1,SOUTH,,196607145,43680,14/10/16 6:55,"(2.696268, 101.978180)",Default,HANIDA HADI ENTERPRISE,90032758,90032758,D001,70450,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.696268, 101.978180)",(Invalid),STARSPRD01_ImportServer,07/10/16 11:40,14/10/16 6:55,12/10/16 4:22,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(831182, 298426)","(831182, 298426)",,- Invalid -,23:59:00,1111111,,- Invalid -
HANZ BIZ SERVICES,90040677,M808,60060,"LOT PT 115 JALAN PINANG 18/A, PERSIARAN JUBLI PERAK , SEKSYEN 18,",SHAH ALAM,SEL,CENTR1,CENTRAL,faiz_zaki@petronas.com.my,126315596,54600,13/10/16 13:50,"(3.044897, 101.515513)",Default,HANZ BIZ SERVICES,90040677,90040677,D001,40000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.044897, 101.515513)",(Invalid),STARSPRD01_ImportServer,04/10/16 1:26,14/10/16 6:02,12/10/16 0:01,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(779611, 336882)","(779611, 336882)",,- Invalid -,23:59:00,1111111,,- Invalid -
HASMY DIVERSIFIED,90041951,M828,84856,"LOT 20861, GERAN 122012, BANDAR BARU SRI KOTA MAS,",NILAI,SER,CENTR3,CENTRAL,kamal_aznizam@petronas.com.my,126011997,43680,12/10/16 14:12,"(2.815569, 101.809666)",Default,HASMY DIVERSIFIED,90041951,90041951,D001,71800,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.815569, 101.809666)",(Invalid),STARSPRD01_ImportServer,10/10/16 13:17,(Invalid),12/10/16 14:12,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,30/04/15 15:47,PEN,Malaysia,"(812396, 311584)","(812396, 311584)",,- Invalid -,23:59:00,1111111,,- Invalid -
HE GLOBAL PETROL KIOSK,90038541,M808,131040,"LOT 5,GM 627 (PT 25 HSM 2948), MUKIM HUJUNG PERMATANG,",TANJUNG KARANG,SEL,CENTR1,CENTRAL,ezzatul_effa@petronas.com.my,172100639,43680,11/10/16 11:18,"(3.414440, 101.191028)",Default,HE GLOBAL PETROL KIOSK,90038541,90038541,D001,45500,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.414440, 101.191028)",(Invalid),STARSPRD01_ImportServer,09/10/16 10:48,12/10/16 9:40,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(743436, 377680)","(743436, 377680)",,- Invalid -,23:59:00,1111111,,- Invalid -
HEIZA ENTERPRISE,90040720,M818,60060,"STESEN SERVIS PETRONAS, LOT 60 & 66 SEKSYEN 1, JALAN BAGAN JERMAL",BUTTERWORTH,PIN,NORTH1,NORTH,aimiekhusairie_shaharudin@petronas.com.my,194510308,43680,15/10/16 10:14,"(5.430879, 100.377416)",Default,HEIZA ENTERPRISE,90040720,90040720,D001,12300,,,Invalid,0,,- Invalid -,Retail_Delivery,8:00:00,,,,,,,FALSE,"(5.430879, 100.377416)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:14,15/10/16 10:14,13/10/16 18:02,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(652603, 600467)","(652603, 600467)",,- Invalid -,22:30:00,1111111,,- Invalid -
HFEZZ ENTERPRISE,90039655,M808,92168,"LOT 4515, JALAN SG. MANGGIS, ,",BANTING,SEL,CENTR3,CENTRAL,zamrul_ali@petronas.com.my,,43680,11/10/16 16:55,"(2.827728, 101.529939)",Default,HFEZZ ENTERPRISE,90039655,90039655,D001,42700,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.827728, 101.529939)",(Invalid),STARSPRD01_ImportServer,09/10/16 19:01,13/10/16 2:57,11/10/16 16:55,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(781270, 312858)","(781270, 312858)",,- Invalid -,23:59:00,1111111,,- Invalid -
HJ MOHD MOKHTAR HJ SHAMSUDIN,90009604,M839,76440,"STESEN PETRONAS JERANTUT, BANDAR BARU JERANTUT, MK PEDAH,",JERANTUT,PAH,EAST2,EAST,asree_asmoe@petronas.com.my,192287992,43680,12/10/16 23:49,"(3.937986, 102.362550)",Default,HJ MOHD MOKHTAR HJ SHAMSUDIN,90009604,90009604,D001,27000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(3.937986, 102.362550)",(Invalid),STARSPRD01_ImportServer,10/10/16 9:25,16/10/16 5:49,12/10/16 23:49,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(873504, 436026)","(873504, 436026)",,- Invalid -,23:59:00,1111111,,- Invalid -
HJAY OASIS,90038176,M829,27300,"PTB 20802, LOT 6197, JLN TAMPOI, ,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,mustaffa.zakaria@petronas.com.my,127136555,43680,13/10/16 20:05,"(1.505997, 103.714833)",Default,HJAY OASIS,90038176,90038176,D001,81200,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.505997, 103.714833)",(Invalid),STARSPRD01_ImportServer,09/10/16 15:11,(Invalid),13/10/16 20:05,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(1025059, 167027)","(1025059, 167027)",,- Invalid -,23:59:00,1111111,,- Invalid -
HKKZ ENTERPRISE,90039080,M817,76440,"PT 80085, JLN RAJA DR. NAZRIN SHAH, ,",IPOH,PER,NORTH2,NORTH,rasydansani@petronas.com.my,175129363,43680,14/10/16 17:46,"(4.577128, 101.106748)",Default,HKKZ ENTERPRISE,90039080,90039080,D001,31350,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.577128, 101.106748)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:41,14/10/16 17:46,12/10/16 7:47,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(733738, 506264)","(733738, 506264)",,- Invalid -,23:59:00,1111111,,- Invalid -
HM PETROL & SERVICES,90045770,M828,,"LOT 32 MUKIM KESANG, KAWASAN PERINDUSTRIAN TG AGAS, LEDANG",LEDANG,JOH,SOUTH1,SOUTH,asyraf.zainal@petronas.com.my,197453122,43680,(Invalid),"(2.058811, 102.559750)",Default,HM PETROL & SERVICES,90045770,90045770,D001,84000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.058811, 102.559750)",(Invalid),STARSPRD01_ImportServer,07/10/16 17:28,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/10/16 17:18,PEN,Malaysia,"(896113, 228004)","(896113, 228004)",,- Invalid -,23:59:00,1111111,,- Invalid -
HME PETRONAS SERVICE STATION,90001378,M828,125580,"STESEN SERVIS PETRONAS, LOT 4351 (400A) AIR KEROH, AIR KEROH HEIGHTS","AIR KROH, MELAKA",MEL,SOUTH1,SOUTH,mnajib.suki@petronas.com.my,162196453,54600,13/10/16 3:03,"(2.254352, 102.291525)",Default,HME PETRONAS SERVICE STATION,90001378,90001378,D001,75450,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.254352, 102.291525)",(Invalid),STARSPRD01_ImportServer,09/10/16 21:37,13/10/16 3:03,11/10/16 19:28,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(866185, 249589)","(866185, 249589)",,- Invalid -,23:59:00,1111111,,- Invalid -
HMZ ENTERRPISE,90015867,M828,103740,"LOT 3116, BATU 2 1/2, JALAN BAKRI,",MUAR,JOH,SOUTH1,SOUTH,asyraf.zainal@petronas.com.my,126173586,43680,11/10/16 14:28,"(2.047123, 102.597508)",Default,HMZ ENTERRPISE,90015867,90015867,D001,84000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(2.047123, 102.597508)",(Invalid),STARSPRD01_ImportServer,10/10/16 6:52,13/10/16 8:13,11/10/16 14:28,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(900323, 226719)","(900323, 226719)",,- Invalid -,23:59:00,1111111,,- Invalid -
HP PARK ONE SDN. BHD.,90032775,M819,76440,"STESEN SERVIS PETRONAS, PLOT 1 & 2, HARBOUR PARK LANGKAWI,",PULAU LANGKAWI,KED,NORTH1,NORTH,irfan.mattaha@petronas.com.my,125303204,21840,(Invalid),"(6.366338, 99.685921)",Default,HP PARK ONE SDN. BHD.,90032775,90032775,D001,7000,,,Invalid,0,,- Invalid -,Retail_Delivery,7:00:00,,,,,,,FALSE,"(6.366338, 99.685921)",(Invalid),abuubaida_mfakir_STARSPRDXMI_2,19/09/16 8:15,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(575860, 703751)","(575860, 703751)",,- Invalid -,23:59:00,1111111,,- Invalid -
HR NOBLE,90043200,M828,218400,"LOT PT 10139, HM(M) 312, LEBUH SPA KRUBONG, MUKIM KRUBONG, DAERAH MELAKA TENGAH",MELAKA,MEL,SOUTH1,SOUTH,mnajib.suki@petronas.com.my,192670087,54600,12/10/16 5:13,"(2.281475, 102.240486)",Default,HR NOBLE,90043200,90043200,D001,75250,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.281475, 102.240486)",(Invalid),STARSPRD01_ImportServer,10/10/16 21:52,12/10/16 5:13,11/10/16 15:15,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,06/04/15 9:51,PEN,Malaysia,"(860494, 252579)","(860494, 252579)",,- Invalid -,23:59:00,1111111,,- Invalid -
HUZANUR ENTERPRISE,90030927,M818,191100,"PT 843, JALAN SULTAN ISKANDAR, ,",GERIK,PER,NORTH2,NORTH,muhammad_sulaiman@petronas.com.my,195734145,43680,14/10/16 2:47,"(5.426460, 101.127661)",Default,HUZANUR ENTERPRISE,90030927,90030927,D001,33300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.426460, 101.127661)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:51,14/10/16 2:47,13/10/16 9:28,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(735755, 600219)","(735755, 600219)",,- Invalid -,23:59:00,1111111,,- Invalid -
IBZI SYNERGY SDN. BHD.,90041955,M829,0,"LOT 367, JALAN STOREY, ,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,mustaffa.zakaria@petronas.com.my,127320327,54600,11/10/16 11:18,"(1.470495, 103.762920)",Default,IBZI SYNERGY SDN. BHD.,90041955,90041955,D001,80300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(1.470495, 103.762920)",(Invalid),abuubaida_mfakir_STARSPRDXMI_2,19/09/16 8:15,12/10/16 5:21,11/10/16 11:18,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,09/12/14 21:53,PEN,Malaysia,"(1030435, 163101)","(1030435, 163101)",,- Invalid -,23:59:00,1111111,,- Invalid -
ID NUR SERVICES,90045145,M828,,"LOT 324, JALAN MUAR JEMENTAH,",SEGAMAT,JOH,SOUTH1,SOUTH,,,43680,(Invalid),"(2.436628, 102.683828)",Default,ID NUR SERVICES,90045145,90045145,D001,85200,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(2.436628, 102.683828)",(Invalid),STARSPRD01_ImportServer,06/10/16 9:42,(Invalid),(Invalid),,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,15/08/16 15:18,PEN,Malaysia,"(909833, 269883)","(909833, 269883)",,- Invalid -,23:00:00,1111111,,- Invalid -
IDH SYNERGY,90032865,M808,78037,"NO.79 JLN MERANTI 1A,, BDR UTAMA BTG KALI,",BATANG KALI,SEL,CENTR2,CENTRAL,fadzil_badarudin@petronas.com.my,173552354,43680,14/10/16 7:30,"(3.463629, 101.651920)",Default,IDH SYNERGY,90032865,90032865,D001,44300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.463629, 101.651920)",(Invalid),STARSPRD01_ImportServer,09/10/16 18:34,13/10/16 4:56,11/10/16 21:04,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(794662, 383252)","(794662, 383252)",,- Invalid -,23:59:00,1111111,,- Invalid -
IDT ENTERPRISE,90040585,M817,322140,"312358,GRN 134251 JLN SIMPANG PULAI, LOJING-GUA MUSANG -MKM SG RAYA,","DAERAH KINTA, IPOH",PER,NORTH2,NORTH,rasydansani@petronas.com.my,124047570,43680,13/10/16 5:29,"(4.534797, 101.141569)",Default,IDT ENTERPRISE,90040585,90040585,D001,31300,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(4.534797, 101.141569)",(Invalid),STARSPRD01_ImportServer,10/10/16 18:44,(Invalid),13/10/16 5:29,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(737617, 501593)","(737617, 501593)",,- Invalid -,23:59:59,1111111,,- Invalid -
IDZWAN PETROSERVICE,90033725,M808,86529,"LOT PT 836 PRECINT D9, ,",PUTRAJAYA,PSK,CENTR3,CENTRAL,zamrul_ali@petronas.com.my,193188585,54600,12/10/16 10:23,"(2.940497, 101.673495)",Default,IDZWAN PETROSERVICE,90033725,90033725,D001,62250,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,16:30:00,6:30:00,19:30:00,9:30:00,,,FALSE,"(2.940497, 101.673495)",(Invalid),STARSPRD01_ImportServer,09/10/16 8:52,13/10/16 17:07,12/10/16 6:43,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(797212, 325372)","(797212, 325372)",,- Invalid -,23:59:00,1111111,,- Invalid -
IKATAN MULIA,90018636,M818,49140,"LOT 11772 BATU 1,, ,",BAGAN SERAI,PER,NORTH2,NORTH,muhammad_sulaiman@petronas.com.my,195539898,43680,13/10/16 11:48,"(5.016117, 100.522551)",Default,IKATAN MULIA,90018636,90018636,D001,34300,,,Invalid,0,,- Invalid -,Retail_Delivery,6:30:00,,,,,,,FALSE,"(5.016117, 100.522551)",(Invalid),STARSPRD01_ImportServer,09/10/16 12:21,(Invalid),13/10/16 11:48,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(668797, 554642)","(668797, 554642)",,- Invalid -,22:30:00,1111111,,- Invalid -
ILTIZAM MAFZA PETROMART,90031298,M829,27300,"PETRONAS SERVICE STATION, LOT 12105, BANDAR BARU UDA,",JOHOR BAHRU,JOH,SOUTH2,SOUTH,mustaffa.zakaria@petronas.com.my,127540380,32760,11/10/16 12:12,"(1.489112, 103.713337)",Default,ILTIZAM MAFZA PETROMART,90031298,90031298,D001,82000,,,Invalid,0,,- Invalid -,Retail_Delivery,6:00:00,,,,,,,FALSE,"(1.489112, 103.713337)",(Invalid),STARSPRD01_ImportServer,09/10/16 19:12,14/10/16 16:23,11/10/16 12:12,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:39,PEN,Malaysia,"(1024896, 165154)","(1024896, 165154)",,- Invalid -,23:00:00,1111111,,- Invalid -
ILTIZAM MESRA ENTERPRISE,90037626,M818,109200,"LOT 47457, HS(D) 18435, BDR PUTERI JAYA, , MUKIM KUALA MUDA",SUNGAI PETANI,KED,NORTH1,NORTH,ong.weihan@petronas.com.my,124335750,43680,13/10/16 7:12,"(5.617451, 100.551913)",Default,ILTIZAM MESRA ENTERPRISE,90037626,90037626,D001,8000,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(5.617451, 100.551913)",(Invalid),STARSPRD01_ImportServer,08/10/16 13:22,(Invalid),13/10/16 7:12,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(671886, 621145)","(671886, 621145)",,- Invalid -,23:59:59,1111111,,- Invalid -
IMAN ZME TRADING AND SERVICES,90036648,M808,103740,"LOT 34419 & 34420, SUBANG BESTARI, ,",SHAH ALAM,SEL,CENTR1,CENTRAL,kiranjeet_jusvir@petronas.com.my,126025254,54600,14/10/16 9:07,"(3.174388, 101.548990)",Default,IMAN ZME TRADING AND SERVICES,90036648,90036648,D001,40150,,,Invalid,0,,- Invalid -,Retail_Delivery,0:00:00,,,,,,,FALSE,"(3.174388, 101.548990)",(Invalid),STARSPRD01_ImportServer,06/10/16 1:53,13/10/16 2:55,12/10/16 1:46,,,FALSE,,FL,RE,,ASR,- Invalid -,STARSPRD01_ImportServer,07/12/14 15:40,PEN,Malaysia,"(783300, 351218)","(783300, 351218)",,- Invalid -,23:59:00,1111111,,- Invalid -
